query	qlen	hits	sgenome	sseqid	qcovGnm	cls	hsp	qcovHSP	alenHSP	pident	gaps	qstart	qend	sstart	send	sstr	slen	evalue	bitscore
ENA|CP153139|CP153139.1	33783	100	SAMN36289186	SAMN36289186.contig00060	96.454	4	4	9.582	3246	96.734	21	3649	6885	4670	7903	-	7903	0.00e+00	5485
ENA|CP153139|CP153139.1	33783	100	SAMN36289186	SAMN36289186.contig00060	96.454	5	5	9.750	3294	94.869	6	6854	10147	1	3288	-	7903	0.00e+00	5223
ENA|CP153139|CP153139.1	33783	100	SAMN36289186	SAMN36289186.contig00060	96.454	6	6	4.523	1537	96.161	21	5358	6885	4670	6194	-	7903	0.00e+00	2614
ENA|CP153139|CP153139.1	33783	100	SAMN36289186	SAMN36289186.contig00099	96.454	7	7	6.184	2089	98.851	0	10320	12408	1	2089	-	2089	0.00e+00	3660
ENA|CP153139|CP153139.1	33783	100	SAMN36289186	SAMN36289186.contig00094	96.454	8	8	5.873	1984	99.093	0	16566	18549	1	1984	-	2393	0.00e+00	3498
ENA|CP153139|CP153139.1	33783	100	SAMN30875598	SAMN30875598.contig00023	95.131	1	1	44.963	15193	96.722	4	18594	33783	9655	24846	-	26661	0.00e+00	25181
ENA|CP153139|CP153139.1	33783	100	SAMN30875598	SAMN30875598.contig00023	95.131	2	2	10.831	3659	97.076	4	6414	10072	1	3655	-	26661	0.00e+00	6143
ENA|CP153139|CP153139.1	33783	100	SAMN30875598	SAMN30875598.contig00023	95.131	3	3	10.653	3599	96.082	0	1	3599	6056	9654	-	26661	0.00e+00	5855
ENA|CP153139|CP153139.1	33783	100	SAMN30875598	SAMN30875598.contig00023	95.131	4	4	7.900	2669	96.815	0	3610	6278	3494	6162	-	26661	0.00e+00	4430
ENA|CP153139|CP153139.1	33783	100	SAMN30875598	SAMN30875598.contig00023	95.131	5	5	6.222	2102	99.857	0	16681	18782	24560	26661	-	26661	0.00e+00	3777
ENA|CP153139|CP153139.1	33783	100	SAMN30875598	SAMN30875598.contig00026	95.131	6	6	8.818	2980	98.758	1	12695	15673	2793	5772	-	5772	0.00e+00	5216
ENA|CP153139|CP153139.1	33783	100	SAMN30875598	SAMN30875598.contig00029	95.131	7	7	6.302	2129	99.859	0	10310	12438	1	2129	-	2129	0.00e+00	3826
ENA|CP153139|CP153139.1	33783	100	SAMN12582437	SAMN12582437.contig00024	99.600	1	1	44.963	15193	95.735	4	18594	33783	12361	27552	-	33551	0.00e+00	24509
ENA|CP153139|CP153139.1	33783	100	SAMN12582437	SAMN12582437.contig00024	99.600	2	2	3.374	1140	92.719	0	2497	3636	8725	9864	-	33551	0.00e+00	1682
ENA|CP153139|CP153139.1	33783	100	SAMN12582437	SAMN12582437.contig00024	99.600	2	3	26.297	8893	96.582	34	3571	12454	1	8868	-	33551	0.00e+00	14839
ENA|CP153139|CP153139.1	33783	100	SAMN12582437	SAMN12582437.contig00024	99.600	3	4	11.420	3860	96.658	2	12590	16447	29692	33551	-	33551	0.00e+00	6397
ENA|CP153139|CP153139.1	33783	100	SAMN12582437	SAMN12582437.contig00024	99.600	4	5	10.766	3637	94.666	0	1	3637	8724	12360	-	33551	0.00e+00	5685
ENA|CP153139|CP153139.1	33783	100	SAMN12582437	SAMN12582437.contig00024	99.600	5	6	7.741	2626	97.106	11	16168	18782	27266	29891	-	33551	0.00e+00	4452
ENA|CP153139|CP153139.1	33783	100	SAMN12582437	SAMN12582437.contig00024	99.600	6	7	6.486	2191	98.266	0	9194	11384	1071	3261	-	33551	0.00e+00	3781
ENA|CP153139|CP153139.1	33783	100	SAMN12582437	SAMN12582437.contig00024	99.600	7	8	5.876	1985	98.086	0	9206	11190	1265	3249	-	33551	0.00e+00	3409
ENA|CP153139|CP153139.1	33783	100	SAMN12582437	SAMN12582437.contig00024	99.600	8	9	3.244	1096	97.901	0	17687	18782	27266	28361	-	33551	0.00e+00	1873
ENA|CP153139|CP153139.1	33783	100	SAMN12582437	SAMN12582437.contig00024	99.600	9	10	3.161	1068	97.940	0	15380	16447	29692	30759	-	33551	0.00e+00	1828
ENA|CP153139|CP153139.1	33783	100	SAMN12582437	SAMN12582437.contig00024	99.600	10	11	3.221	1090	95.413	2	12590	13677	32462	33551	-	33551	0.00e+00	1759
ENA|CP153139|CP153139.1	33783	100	SAMN12582437	SAMN12582437.contig00024	99.600	11	12	3.019	1026	95.419	6	3571	4590	7843	8868	-	33551	0.00e+00	1671
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	1	1	44.963	15193	95.728	4	18594	33783	8218	23409	+	33563	0.00e+00	24505
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	2	2	10.778	3641	94.672	0	1	3641	23410	27050	+	33563	0.00e+00	5692
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	2	3	19.779	6682	97.216	18	3528	10209	26900	33563	+	33563	0.00e+00	11312
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	3	4	18.219	6157	97.190	2	10212	16366	1	6157	+	33563	0.00e+00	10341
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	3	5	3.259	1112	96.403	11	16298	17398	6009	7120	+	33563	0.00e+00	1884
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	4	6	3.321	1122	98.396	0	15220	16341	5011	6132	+	33563	0.00e+00	1943
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	4	7	7.492	2542	96.892	11	16252	18782	5963	8504	+	33563	0.00e+00	4287
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	5	8	5.911	1997	96.845	0	11412	13408	1201	3197	+	33563	0.00e+00	3317
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	6	9	5.574	1883	96.654	0	11526	13408	1315	3197	+	33563	0.00e+00	3112
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	7	10	5.257	1776	96.622	0	11633	13408	1422	3197	+	33563	0.00e+00	2933
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	8	11	3.478	1175	97.617	0	17608	18782	7330	8504	+	33563	0.00e+00	1994
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	9	12	3.309	1118	98.748	0	10212	11329	1	1118	+	33563	0.00e+00	1954
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	10	13	3.209	1084	98.708	0	10212	11295	1	1084	+	33563	0.00e+00	1893
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	11	14	3.147	1063	98.683	0	10212	11274	1	1063	+	33563	0.00e+00	1855
ENA|CP153139|CP153139.1	33783	100	SAMEA104399256	SAMEA104399256.contig00045	99.994	12	15	3.182	1075	97.767	0	17708	18782	7430	8504	+	33563	0.00e+00	1831
ENA|CP153139|CP153139.1	33783	100	SAMN15148702	SAMN15148702.contig00059	91.283	1	1	39.695	13410	99.045	4	20374	33783	4558	17963	+	22221	0.00e+00	23634
ENA|CP153139|CP153139.1	33783	100	SAMN15148702	SAMN15148702.contig00059	91.283	2	2	9.194	3106	98.809	0	1	3106	17964	21069	+	22221	0.00e+00	5434
ENA|CP153139|CP153139.1	33783	100	SAMN15148702	SAMN15148702.contig00087	91.283	3	3	19.735	6667	97.990	16	3493	10159	141	6791	+	6791	0.00e+00	11504
ENA|CP153139|CP153139.1	33783	100	SAMN15148702	SAMN15148702.contig00087	91.283	4	4	3.132	1058	100.000	0	9102	10159	5734	6791	+	6791	0.00e+00	1909
ENA|CP153139|CP153139.1	33783	100	SAMN15148702	SAMN15148702.contig00087	91.283	5	5	3.037	1026	99.123	0	3493	4518	141	1166	+	6791	0.00e+00	1810
ENA|CP153139|CP153139.1	33783	100	SAMN15148702	SAMN15148702.contig00101	91.283	6	6	10.686	3610	98.892	0	12652	16261	7	3616	+	3907	0.00e+00	6331
ENA|CP153139|CP153139.1	33783	100	SAMN15148702	SAMN15148702.contig00101	91.283	7	7	3.158	1067	99.250	0	15195	16261	2550	3616	+	3907	0.00e+00	1889
ENA|CP153139|CP153139.1	33783	100	SAMN15148702	SAMN15148702.contig00119	91.283	8	8	6.311	2132	99.859	0	10310	12441	1	2132	+	2132	0.00e+00	3831
ENA|CP153139|CP153139.1	33783	100	SAMN15148702	SAMN15148702.contig00119	91.283	9	9	3.022	1021	99.804	0	10310	11330	1	1021	+	2132	0.00e+00	1833
ENA|CP153139|CP153139.1	33783	100	SAMN15148702	SAMN15148702.contig00124	91.283	10	10	5.663	1913	99.843	0	16681	18593	1	1913	+	1968	0.00e+00	3436
ENA|CP153139|CP153139.1	33783	100	SAMN15148702	SAMN15148702.contig00124	91.283	11	11	3.200	1081	99.722	0	17513	18593	833	1913	+	1968	0.00e+00	1936
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00030	99.686	1	1	44.691	15101	95.768	3	18686	33783	6399	21499	-	21499	0.00e+00	24370
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00030	99.686	2	2	10.650	3598	93.747	0	1	3598	2801	6398	-	21499	0.00e+00	5474
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00030	99.686	3	3	8.640	2922	96.099	17	3606	6524	1	2908	-	21499	0.00e+00	4846
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00030	99.686	4	4	3.454	1170	95.983	15	5358	6524	1	1158	-	21499	0.00e+00	1975
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00030	99.686	5	5	3.244	1096	95.164	0	18686	19781	20404	21499	-	21499	0.00e+00	1737
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00036	99.686	6	6	11.257	3805	96.767	3	6414	10216	2	3805	-	3805	0.00e+00	6331
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00036	99.686	7	7	3.061	1034	95.455	0	9183	10216	2	1035	-	3805	0.00e+00	1653
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00033	99.686	8	8	11.091	3749	95.999	2	12541	16287	12499	16247	-	16247	0.00e+00	6103
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00033	99.686	9	9	7.388	2496	96.955	3	16282	18777	1	2493	-	16247	0.00e+00	4177
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00033	99.686	10	10	3.342	1129	96.191	3	16282	17410	1368	2493	-	16247	0.00e+00	1860
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00033	99.686	11	11	3.152	1065	96.808	0	15223	16287	12499	13563	-	16247	0.00e+00	1768
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00033	99.686	12	12	3.215	1088	95.037	2	12541	13626	15160	16247	-	16247	0.00e+00	1737
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00038	99.686	13	13	6.743	2278	97.542	0	10164	12441	1	2278	-	2278	0.00e+00	3856
ENA|CP153139|CP153139.1	33783	100	SAMEA6375364	SAMEA6375364.contig00038	99.686	14	14	3.446	1164	98.024	0	10164	11327	1115	2278	-	2278	0.00e+00	1995
ENA|CP153139|CP153139.1	33783	100	SAMN16618905	SAMN16618905.contig00028	98.106	1	1	44.585	15065	95.745	4	18722	33783	3564	18627	-	18627	0.00e+00	24310
ENA|CP153139|CP153139.1	33783	100	SAMN16618905	SAMN16618905.contig00028	98.106	2	2	10.547	3563	94.667	0	1	3563	1	3563	-	18627	0.00e+00	5570
ENA|CP153139|CP153139.1	33783	100	SAMN16618905	SAMN16618905.contig00028	98.106	3	3	3.138	1060	95.000	0	18722	19781	17568	18627	-	18627	0.00e+00	1673
ENA|CP153139|CP153139.1	33783	100	SAMN16618905	SAMN16618905.contig00030	98.106	4	4	19.439	6582	96.004	40	3601	10167	1	6557	-	6557	0.00e+00	10882
ENA|CP153139|CP153139.1	33783	100	SAMN16618905	SAMN16618905.contig00030	98.106	5	5	3.043	1028	98.054	0	9140	10167	1	1028	-	6557	0.00e+00	1764
ENA|CP153139|CP153139.1	33783	100	SAMN16618905	SAMN16618905.contig00033	98.106	6	6	10.529	3602	94.614	83	12743	16299	16	3579	-	3579	0.00e+00	6013
ENA|CP153139|CP153139.1	33783	100	SAMN16618905	SAMN16618905.contig00033	98.106	7	7	3.200	1123	91.986	80	15219	16299	16	1100	-	3579	0.00e+00	1990
ENA|CP153139|CP153139.1	33783	100	SAMN16618905	SAMN16618905.contig00035	98.106	8	8	6.595	2239	97.142	11	16340	18567	2	2240	-	2240	0.00e+00	3808
ENA|CP153139|CP153139.1	33783	100	SAMN16618905	SAMN16618905.contig00035	98.106	9	9	3.135	1070	96.355	11	16340	17398	1171	2240	-	2240	0.00e+00	1813
ENA|CP153139|CP153139.1	33783	100	SAMN16618905	SAMN16618905.contig00037	98.106	10	10	6.412	2166	98.107	0	10211	12376	1	2166	-	2166	0.00e+00	3721
ENA|CP153139|CP153139.1	33783	100	SAMN16618905	SAMN16618905.contig00037	98.106	11	11	3.064	1035	98.551	0	10211	11245	1132	2166	-	2166	0.00e+00	1799
ENA|CP153139|CP153139.1	33783	100	SAMN16618905	SAMN16618905.contig00037	98.106	12	12	3.064	1035	98.551	0	10211	11245	1132	2166	-	2166	0.00e+00	1799
ENA|CP153139|CP153139.1	33783	100	SAMN20527450	SAMN20527450.contig00027	98.576	1	1	44.585	15065	95.738	4	18722	33783	10269	25332	-	25332	0.00e+00	24305
ENA|CP153139|CP153139.1	33783	100	SAMN20527450	SAMN20527450.contig00027	98.576	2	2	10.508	3550	94.676	0	1	3550	6719	10268	-	25332	0.00e+00	5550
ENA|CP153139|CP153139.1	33783	100	SAMN20527450	SAMN20527450.contig00027	98.576	2	3	19.972	6762	95.963	40	3493	10239	1	6737	-	25332	0.00e+00	11162
ENA|CP153139|CP153139.1	33783	100	SAMN20527450	SAMN20527450.contig00027	98.576	3	4	3.126	1068	94.663	12	3493	4548	5670	6737	-	25332	0.00e+00	1728
ENA|CP153139|CP153139.1	33783	100	SAMN20527450	SAMN20527450.contig00027	98.576	4	5	3.138	1060	94.906	0	18722	19781	24273	25332	-	25332	0.00e+00	1669
ENA|CP153139|CP153139.1	33783	100	SAMN20527450	SAMN20527450.contig00031	98.576	5	6	10.742	3674	94.584	83	12671	16299	16	3651	-	3651	0.00e+00	6121
ENA|CP153139|CP153139.1	33783	100	SAMN20527450	SAMN20527450.contig00031	98.576	6	7	3.200	1123	91.986	80	15219	16299	16	1100	-	3651	0.00e+00	1990
ENA|CP153139|CP153139.1	33783	100	SAMN20527450	SAMN20527450.contig00033	98.576	7	8	6.595	2239	97.142	11	16340	18567	2	2240	-	2240	0.00e+00	3808
ENA|CP153139|CP153139.1	33783	100	SAMN20527450	SAMN20527450.contig00033	98.576	8	9	3.135	1070	96.355	11	16340	17398	1171	2240	-	2240	0.00e+00	1813
ENA|CP153139|CP153139.1	33783	100	SAMN20527450	SAMN20527450.contig00035	98.576	9	10	6.346	2144	98.181	0	10283	12426	1	2144	-	2144	0.00e+00	3690
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00016	99.796	1	1	44.499	15036	95.783	3	18751	33783	1	15036	+	31241	0.00e+00	24276
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00016	99.796	2	2	10.760	3635	93.590	0	1	3635	15037	18671	+	31241	0.00e+00	5505
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00016	99.796	2	3	20.137	6812	96.330	24	3528	10330	18527	25323	+	31241	0.00e+00	11288
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00016	99.796	3	4	11.716	3960	95.934	2	12451	16408	27282	31241	+	31241	0.00e+00	6433
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00016	99.796	4	5	7.690	2598	97.460	0	10111	12708	25047	27644	+	31241	0.00e+00	4388
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00016	99.796	4	6	3.298	1116	95.341	2	12630	13743	27461	28576	+	31241	0.00e+00	1797
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00016	99.796	5	7	3.434	1160	97.845	0	10111	11270	25047	26206	+	31241	0.00e+00	1979
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00016	99.796	6	8	3.333	1126	97.780	0	10111	11236	25047	26172	+	31241	0.00e+00	1918
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00016	99.796	7	9	3.374	1140	96.579	2	3528	4667	18527	19664	+	31241	0.00e+00	1894
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00016	99.796	8	10	3.357	1134	96.914	0	15275	16408	30108	31241	+	31241	0.00e+00	1887
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00016	99.796	9	11	3.099	1047	97.230	0	15362	16408	30195	31241	+	31241	0.00e+00	1757
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00018	99.796	10	12	7.057	2385	97.233	5	16298	18681	4	2384	+	2384	0.00e+00	4040
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00018	99.796	11	13	3.460	1169	98.118	0	17513	18681	1216	2384	+	2384	0.00e+00	2010
ENA|CP153139|CP153139.1	33783	100	SAMN26655230	SAMN26655230.contig00018	99.796	12	14	3.123	1056	96.686	5	16298	17352	4	1055	+	2384	0.00e+00	1783
ENA|CP153139|CP153139.1	33783	100	SAMN33285341	SAMN33285341.contig00020	99.754	1	1	44.448	15019	95.792	3	18768	33783	1	15019	+	27629	0.00e+00	24254
ENA|CP153139|CP153139.1	33783	100	SAMN33285341	SAMN33285341.contig00020	99.754	2	2	20.241	6859	96.166	34	3493	10330	18551	25396	+	27629	0.00e+00	11360
ENA|CP153139|CP153139.1	33783	100	SAMN33285341	SAMN33285341.contig00020	99.754	3	3	11.000	3728	93.294	12	1	3716	15020	18747	+	27629	0.00e+00	5654
ENA|CP153139|CP153139.1	33783	100	SAMN33285341	SAMN33285341.contig00020	99.754	4	4	7.430	2510	97.410	0	10111	12620	25120	27629	+	27629	0.00e+00	4233
ENA|CP153139|CP153139.1	33783	100	SAMN33285341	SAMN33285341.contig00020	99.754	5	5	3.265	1103	97.733	0	10111	11213	25120	26222	+	27629	0.00e+00	1876
ENA|CP153139|CP153139.1	33783	100	SAMN33285341	SAMN33285341.contig00023	99.754	6	6	11.550	3904	96.081	2	12525	16426	1	3904	+	6085	0.00e+00	6368
ENA|CP153139|CP153139.1	33783	100	SAMN33285341	SAMN33285341.contig00023	99.754	7	7	7.214	2440	95.984	17	16248	18684	3646	6071	+	6085	0.00e+00	4067
ENA|CP153139|CP153139.1	33783	100	SAMN33285341	SAMN33285341.contig00023	99.754	8	8	3.469	1172	98.038	0	17513	18684	4900	6071	+	6085	0.00e+00	2010
ENA|CP153139|CP153139.1	33783	100	SAMN33285341	SAMN33285341.contig00023	99.754	9	9	3.608	1221	95.495	2	12525	13743	1	1221	+	6085	0.00e+00	1972
ENA|CP153139|CP153139.1	33783	100	SAMN33285341	SAMN33285341.contig00023	99.754	10	10	3.351	1134	95.503	2	12525	13656	1	1134	+	6085	0.00e+00	1833
ENA|CP153139|CP153139.1	33783	100	SAMN33285341	SAMN33285341.contig00023	99.754	11	11	3.150	1064	96.805	0	15275	16338	2753	3816	+	6085	0.00e+00	1766
ENA|CP153139|CP153139.1	33783	100	SAMN33285341	SAMN33285341.contig00023	99.754	11	12	3.271	1108	94.043	17	16248	17352	3646	4739	+	6085	0.00e+00	1810
ENA|CP153139|CP153139.1	33783	100	SAMEA5855660	SAMEA5855660.contig00055	98.851	1	1	44.401	15003	95.774	3	18784	33783	1	15003	+	21401	0.00e+00	24216
ENA|CP153139|CP153139.1	33783	100	SAMEA5855660	SAMEA5855660.contig00055	98.851	2	2	10.650	3598	93.747	0	1	3598	15004	18601	+	21401	0.00e+00	5474
ENA|CP153139|CP153139.1	33783	100	SAMEA5855660	SAMEA5855660.contig00055	98.851	3	3	8.640	2922	96.099	17	3606	6524	18494	21401	+	21401	0.00e+00	4846
ENA|CP153139|CP153139.1	33783	100	SAMEA5855660	SAMEA5855660.contig00055	98.851	4	4	3.448	1168	95.976	15	5360	6524	20246	21401	+	21401	0.00e+00	1972
ENA|CP153139|CP153139.1	33783	100	SAMEA5855660	SAMEA5855660.contig00096	98.851	5	5	11.088	3747	96.797	2	6414	10159	1	3746	+	3747	0.00e+00	6235
ENA|CP153139|CP153139.1	33783	100	SAMEA5855660	SAMEA5855660.contig00059	98.851	6	6	10.636	3595	96.050	2	12695	16287	1	3595	+	16093	0.00e+00	5862
ENA|CP153139|CP153139.1	33783	100	SAMEA5855660	SAMEA5855660.contig00059	98.851	7	7	7.388	2496	96.955	3	16282	18777	13601	16093	+	16093	0.00e+00	4177
ENA|CP153139|CP153139.1	33783	100	SAMEA5855660	SAMEA5855660.contig00059	98.851	8	8	3.463	1170	97.607	0	17608	18777	14924	16093	+	16093	0.00e+00	1984
ENA|CP153139|CP153139.1	33783	100	SAMEA5855660	SAMEA5855660.contig00059	98.851	9	9	3.410	1152	97.569	0	17626	18777	14942	16093	+	16093	0.00e+00	1952
ENA|CP153139|CP153139.1	33783	100	SAMEA5855660	SAMEA5855660.contig00059	98.851	10	10	3.167	1070	97.757	0	17708	18777	15024	16093	+	16093	0.00e+00	1822
ENA|CP153139|CP153139.1	33783	100	SAMEA5855660	SAMEA5855660.contig00106	98.851	11	11	6.394	2160	97.546	0	10282	12441	5	2164	+	2164	0.00e+00	3656
ENA|CP153139|CP153139.1	33783	100	SAMEA5855660	SAMEA5855660.contig00106	98.851	12	12	3.191	1078	97.959	0	10282	11359	5	1082	+	2164	0.00e+00	1846
ENA|CP153139|CP153139.1	33783	100	SAMN18617471	SAMN18617471.contig00039	98.203	1	1	44.383	14997	95.719	4	18790	33783	7727	22722	+	32819	0.00e+00	24182
ENA|CP153139|CP153139.1	33783	100	SAMN18617471	SAMN18617471.contig00039	98.203	2	2	19.593	6634	95.915	42	3606	10224	26213	32819	+	32819	0.00e+00	10954
ENA|CP153139|CP153139.1	33783	100	SAMN18617471	SAMN18617471.contig00039	98.203	3	3	10.505	3551	96.564	2	12658	16206	2116	5666	+	32819	0.00e+00	5873
ENA|CP153139|CP153139.1	33783	100	SAMN18617471	SAMN18617471.contig00039	98.203	4	4	10.650	3598	94.636	0	1	3598	22723	26320	+	32819	0.00e+00	5618
ENA|CP153139|CP153139.1	33783	100	SAMN18617471	SAMN18617471.contig00039	98.203	5	5	6.722	2271	98.107	0	10228	12498	1	2271	+	32819	0.00e+00	3901
ENA|CP153139|CP153139.1	33783	100	SAMN18617471	SAMN18617471.contig00039	98.203	6	6	6.349	2145	97.576	0	16442	18586	5673	7817	+	32819	0.00e+00	3635
ENA|CP153139|CP153139.1	33783	100	SAMN18617471	SAMN18617471.contig00039	98.203	7	7	5.337	1806	95.736	27	5352	7154	27969	29750	+	32819	0.00e+00	3041
ENA|CP153139|CP153139.1	33783	100	SAMN18617471	SAMN18617471.contig00039	98.203	8	8	3.354	1133	98.853	0	10228	11360	1	1133	+	32819	0.00e+00	1984
ENA|CP153139|CP153139.1	33783	100	SAMN18617471	SAMN18617471.contig00039	98.203	9	9	3.179	1074	97.952	0	17513	18586	6744	7817	+	32819	0.00e+00	1838
ENA|CP153139|CP153139.1	33783	100	SAMN18617471	SAMN18617471.contig00039	98.203	10	10	3.209	1084	97.694	0	9141	10224	31736	32819	+	32819	0.00e+00	1842
ENA|CP153139|CP153139.1	33783	100	SAMN25849725	SAMN25849725.contig00032	98.920	1	1	44.383	14997	95.719	4	18790	33783	7887	22882	+	33012	0.00e+00	24182
ENA|CP153139|CP153139.1	33783	100	SAMN25849725	SAMN25849725.contig00032	98.920	2	2	19.708	6658	97.221	18	3567	10224	26373	33012	+	33012	0.00e+00	11272
ENA|CP153139|CP153139.1	33783	100	SAMN25849725	SAMN25849725.contig00032	98.920	3	3	10.979	3711	96.524	2	12658	16366	2116	5826	+	33012	0.00e+00	6129
ENA|CP153139|CP153139.1	33783	100	SAMN25849725	SAMN25849725.contig00032	98.920	4	4	10.766	3637	94.611	0	1	3637	22883	26519	+	33012	0.00e+00	5676
ENA|CP153139|CP153139.1	33783	100	SAMN25849725	SAMN25849725.contig00032	98.920	5	5	6.912	2346	96.931	11	16252	18586	5632	7977	+	33012	0.00e+00	3965
ENA|CP153139|CP153139.1	33783	100	SAMN25849725	SAMN25849725.contig00032	98.920	6	6	6.722	2271	98.107	0	10228	12498	1	2271	+	33012	0.00e+00	3901
ENA|CP153139|CP153139.1	33783	100	SAMN25849725	SAMN25849725.contig00032	98.920	7	7	3.182	1075	98.791	0	10228	11302	1	1075	+	33012	0.00e+00	1880
ENA|CP153139|CP153139.1	33783	100	SAMN25849725	SAMN25849725.contig00032	98.920	8	8	3.232	1092	98.077	0	15275	16366	4735	5826	+	33012	0.00e+00	1874
ENA|CP153139|CP153139.1	33783	100	SAMEA6375366	SAMEA6375366.contig00022	98.410	1	1	44.297	14968	95.778	3	18819	33783	109	15076	+	25110	0.00e+00	24162
ENA|CP153139|CP153139.1	33783	100	SAMEA6375366	SAMEA6375366.contig00022	98.410	2	2	19.400	6558	96.462	19	3606	10159	18567	25109	+	25110	0.00e+00	10890
ENA|CP153139|CP153139.1	33783	100	SAMEA6375366	SAMEA6375366.contig00022	98.410	3	3	10.650	3598	93.747	0	1	3598	15077	18674	+	25110	0.00e+00	5474
ENA|CP153139|CP153139.1	33783	100	SAMEA6375366	SAMEA6375366.contig00022	98.410	4	4	5.361	1814	96.417	15	5358	7168	20317	22118	+	25110	0.00e+00	3056
ENA|CP153139|CP153139.1	33783	100	SAMEA6375366	SAMEA6375366.contig00023	98.410	5	5	10.422	3523	96.111	2	12767	16287	1	3523	+	16173	0.00e+00	5754
ENA|CP153139|CP153139.1	33783	100	SAMEA6375366	SAMEA6375366.contig00023	98.410	6	6	7.513	2538	96.966	3	16282	18819	13529	16063	+	16173	0.00e+00	4248
ENA|CP153139|CP153139.1	33783	100	SAMEA6375366	SAMEA6375366.contig00036	98.410	7	7	6.148	2077	97.593	0	10311	12387	1	2077	+	2077	0.00e+00	3521
ENA|CP153139|CP153139.1	33783	100	SAMEA5976580	SAMEA5976580.contig00049	98.026	1	1	44.283	14963	95.770	3	18824	33783	6399	21361	-	21361	0.00e+00	24148
ENA|CP153139|CP153139.1	33783	100	SAMEA5976580	SAMEA5976580.contig00049	98.026	2	2	10.650	3598	93.747	0	1	3598	2801	6398	-	21361	0.00e+00	5474
ENA|CP153139|CP153139.1	33783	100	SAMEA5976580	SAMEA5976580.contig00049	98.026	3	3	8.640	2922	96.099	17	3606	6524	1	2908	-	21361	0.00e+00	4846
ENA|CP153139|CP153139.1	33783	100	SAMEA5976580	SAMEA5976580.contig00049	98.026	4	4	3.454	1170	95.983	15	5358	6524	1	1158	-	21361	0.00e+00	1975
ENA|CP153139|CP153139.1	33783	100	SAMEA5976580	SAMEA5976580.contig00064	98.026	5	5	10.852	3668	96.756	2	6414	10079	3	3670	-	3670	0.00e+00	6093
